draw,kernel.kernel_efficiency,topology.net_efficiency,parallelism.overlap_dp,parallelism.overlap_tp,reliability.failure_rate_per_node_day,reliability.detect_time_s,reliability.restart_time_s,reliability.checkpoint_write_s,reliability.straggler_cv,sea_bandwidth_2x,sea_bandwidth_4x,sea_flat_fabric,sea_scaleup_2x,sea_reliability_2x,sea_fast_detection,sea_fast_restart,sea_fast_checkpoint,sea_add_spares,sea_straggler_control,winner,winner_sea,recovery_pressure,within_validity_envelope
14,0.680122980047619,0.8186922996190608,0.6309340531533277,0.12767304619562103,0.014815460873973172,378.084964054363,379.96233935273807,39.161422061987814,0.022515927324174345,954.0422511166071,1475.9729940898433,258.04939487344745,0.0,16747.120789282417,3733.4852721721763,3247.4191275371413,4000.7960117132607,0.0,1672.0321947750272,reliability_2x,16747.120789282417,0.29147254646845,False
15,0.6305441996453438,0.7474623513954761,0.8193715071025514,0.10686659408851773,0.013169251395119866,278.95034509459464,141.90335913454547,10.366041571441365,0.011075518659887757,432.32678394806135,656.4001859577838,100.1712504277748,0.0,3906.6130845928274,1847.3475802328576,542.4262989796262,598.2131739142678,0.0,105.90588543217382,reliability_2x,3906.6130845928274,0.15653949981361548,True
16,0.6003461858662346,0.7017232847992366,0.7141786747947535,0.3254973269973135,0.01086272667368044,183.677278437158,248.9949280092696,57.56976170104951,0.017449127302284796,675.0901359583659,1034.4125605228983,175.65115287686785,0.0,5330.668583885126,1007.9480876908347,1175.1214547621676,3640.5380342171047,0.0,800.1356802784649,reliability_2x,5330.668583885126,0.18888773245048057,True
17,0.5065158283526158,0.7187356553936096,0.6106795474426808,0.3028914248461054,0.004928914098913871,237.10104092123086,811.5527248906639,26.242834955145536,0.03775672970473516,685.6369286469926,1050.744263396824,189.9987059966079,0.0,2023.6540907226263,557.7741645474125,2107.124638054367,1122.3961343688497,0.0,2967.2395288162734,straggler_control,2967.2395288162734,0.1485520994459214,True
18,0.6638082724493544,0.7325238714454844,0.8356366075859915,0.207747168476654,0.010212519291058956,240.9917874294383,375.69795983799736,50.898572106568245,0.025226197764034487,477.23829847426896,726.336541510107,106.9917487809289,0.0,5858.626734534308,1267.6010289477235,1873.5224204806254,3202.571542502781,0.0,1682.9024333061934,reliability_2x,5858.626734534308,0.20962381760744528,True
19,0.5836686251417409,0.9439226790452422,0.847063586493902,0.24743698840291556,0.00710060299751398,226.13816894063703,665.2568305143752,9.279864383840096,0.03032419067259219,298.3270613742134,451.11817918849556,65.72222460804551,0.0,2901.286736155358,734.3979034034564,2364.748148727078,357.5952001874466,0.0,2071.858891263466,reliability_2x,2901.286736155358,0.15827127606543445,True
20,0.658647458855436,0.8792954705779198,0.9216444285789495,0.30371362323858153,0.0031897813113170043,262.07249528831267,445.20493938292856,73.6610927455101,0.032400914987751155,227.14529677105747,343.0098672141212,37.4658645969721,0.0,517.1761873604992,383.1160737330538,616.9504667562032,1831.954775354494,0.0,2090.075821662802,straggler_control,2090.075821662802,0.10495830909788614,True
21,0.5493828210411145,0.7943552302800692,0.7278194282499745,0.04950343713260804,0.0075240613568462855,124.02293668589095,749.4802515299891,59.73337680822405,0.042731226940836746,532.9730826554223,813.2720393793679,137.9317014363114,0.0,4908.274118483714,422.1157640982565,3283.5820368022105,3109.506075241992,0.0,3860.722176949217,reliability_2x,4908.274118483714,0.208636574568825,True
22,0.5761369689899465,0.8516415302036097,0.7131386028768277,0.0569924834021023,0.005278152106745512,69.33728522786973,388.1128171716029,14.042127373249844,0.014315966401415981,451.5457733993644,686.1519416487354,118.67543252005635,0.0,1060.9006059607018,125.8303881082611,872.7827764961476,528.4595230353625,0.0,391.49571654907777,reliability_2x,1060.9006059607018,0.0841815611028594,True
23,0.5297708076270735,0.7483868243177978,0.9491443350624272,0.34408647106374485,0.009956840357182337,226.2680089940059,632.6392306325251,13.09354245691817,0.01897757564745004,206.73903629077176,312.0206235695696,26.646570375873125,0.0,5242.544469558503,1061.7760912885242,3336.125105897743,779.7063854921471,0.0,951.3050258600961,reliability_2x,5242.544469558503,0.2073146821064524,True
24,0.6324558933720751,0.7644386229118469,0.6218829660651863,0.1713029864542314,0.007554621273543639,236.09704382621717,721.4529909371987,28.611460672122828,0.0051827351791039426,816.216009721873,1255.9633809365514,223.55867896374912,0.0,4485.889238118678,888.397437739306,3082.662936451401,1644.9813547674785,0.0,0.0,reliability_2x,4485.889238118678,0.1969341103930942,True
25,0.615036581574886,0.8696649652512078,0.7992530765956065,0.24791902432406163,0.004155936920608972,205.09402122080792,662.2533942975692,79.37872953597011,0.03007411469455082,399.2492640844648,605.2064455991531,95.7019937781115,0.0,1485.2591719531483,396.3219607938154,1360.4489408355585,2423.115183465401,0.0,2014.8457094882542,fast_checkpoint,2423.115183465401,0.14284893442233804,True
26,0.6034478865932802,0.7719863488269862,0.9460083127718398,0.21286846245846036,0.009007613325002772,298.6970225244191,325.2008564214652,20.70008772495418,0.00684073704011241,213.31460491998223,322.00483197208814,28.516599318445515,0.0,3525.7610157352137,1305.7625733875284,1238.2644822721486,1180.4849822170872,0.0,0.0,reliability_2x,3525.7610157352137,0.16490946010174398,True
27,0.5731133264950812,0.936656526351595,0.8544174155171356,0.2776127858591302,0.011259099493229835,361.9252095491142,844.5169227639345,5.100522202276012,0.014209545755417514,338.6672009161084,512.3968069704206,73.12908589622384,0.0,9270.839572275701,2144.427177774156,5995.0740119873335,14.469561092035292,0.0,492.5088078432309,reliability_2x,9270.839572275701,0.26827824294513464,False
28,0.5637422225745713,0.7281207430682828,0.8445336858500173,0.18447104458758096,0.006661637868437022,154.38913059224387,159.31668661003152,71.57894994135383,0.04770889046170784,353.05821773434945,534.1073165345042,78.03621265028778,0.0,2201.794188455431,465.89185072127293,342.24859127737363,2834.9851823759054,0.0,3775.1507955280504,straggler_control,3775.1507955280504,0.12535159324796447,True
29,0.6213154870275758,0.9357714166224713,0.6957372569800503,0.11413572182287192,0.010714073442146014,344.96976788707826,500.2628046539841,15.865380298069168,0.00411047346779454,570.0432922219115,870.89917200329,151.05923622628325,0.0,6396.447469404178,1976.013527957788,2812.8254202420685,1093.3246911816968,0.0,0.0,reliability_2x,6396.447469404178,0.22092527369304613,True
30,0.4838214895300702,0.7213965842414043,0.6743744460657143,0.03924065838569524,0.005549615598948832,302.558160309322,864.342859688214,84.46721107513703,0.021100334219605516,595.897003051854,910.9091918526392,160.07172688624996,0.0,3795.2513148601793,870.6369594001408,2764.1465142255365,3420.1091331096504,0.0,1234.5803773458501,reliability_2x,3795.2513148601793,0.20858582465811396,True
