failure_rate_per_node_day,oversubscription,n_accelerators,winner,winner_sea,recovery_pressure,within_validity_envelope,sea_bandwidth_2x,sea_bandwidth_4x,sea_flat_fabric,sea_scaleup_2x,sea_reliability_2x,sea_fast_detection,sea_fast_restart,sea_fast_checkpoint,sea_add_spares,sea_straggler_control
0.001,1.0,16384,straggler_control,897.4574381638777,0.02540477411277592,True,252.64125885737667,381.2260712989919,0.0,0.0,0.0,50.035677340249094,120.48243891892707,332.5734200269835,0.0,897.4574381638777
0.001,1.0,65536,straggler_control,6517.2847711527575,0.06960434754460898,True,3688.5671633513557,5604.181071880594,0.0,0.0,0.0,1333.4016048015474,3241.9302503317303,4603.300619016518,0.0,6517.2847711527575
0.001,2.0,16384,straggler_control,898.2891463110573,0.02540477411277592,True,258.0638900483318,389.4563589917743,10.38102260384403,0.0,0.0,50.08204731694423,120.59409460506868,332.8816285405119,0.0,898.2891463110573
0.001,2.0,65536,straggler_control,6535.6925694603415,0.06960434754460898,True,3821.6531687399547,5808.867229483541,245.70752912247553,0.0,0.0,1337.1677418764302,3251.086946758398,4616.302449122057,0.0,6535.6925694603415
0.001,4.0,16384,straggler_control,899.9531701598644,0.02540477411277592,True,268.93046862369374,405.95509377731287,31.200758375631267,0.0,0.0,50.174821143140434,120.81748754070941,333.49827071078835,0.0,899.9531701598644
0.001,4.0,65536,straggler_control,6572.560281220125,0.06960434754460898,True,4089.290528157362,6220.980685839881,741.2806812180352,0.0,0.0,1344.7106785060023,3269.4262635461637,4642.342919398361,0.0,6572.560281220125
0.001,7.0,16384,straggler_control,902.4507259291167,0.02540477411277592,True,285.2836017587615,430.7986043524834,62.57469383795615,0.0,0.0,50.31406662631707,121.15278100156502,334.4237972355768,0.0,902.4507259291167
0.001,7.0,65536,bandwidth_4x,6846.008932278448,0.06960434754460898,True,4494.40622179315,6846.008932278448,1495.0651161235874,0.0,0.0,1356.0518152245204,3297.000232310369,4681.495910881742,0.0,6627.992506107927
0.001,12.0,16384,straggler_control,906.6173771403191,0.02540477411277592,True,312.6807529465659,472.45892211075625,115.24994013524338,0.0,0.0,50.54636869071692,121.71214825254356,335.9678453257111,0.0,906.6173771403191
0.001,12.0,65536,bandwidth_4x,7906.034417777206,0.06960434754460898,True,5179.342110277095,7906.034417777206,2779.303395391442,0.0,0.0,1375.025332123303,3343.1309840417234,4746.99815849452,0.0,6720.729617188481
0.001,16.0,16384,straggler_control,909.9543558894329,0.02540477411277592,True,334.72609077201196,506.0162449773743,157.73746308330374,0.0,0.0,50.73241427335597,122.16013310532071,337.20443927206725,0.0,909.9543558894329
0.001,16.0,65536,bandwidth_4x,8770.561421697115,0.06960434754460898,True,5736.042978287907,8770.561421697115,3831.974965837784,0.0,0.0,1390.268972843798,3380.1932013054466,4799.623759447757,0.0,6795.236162828529
0.0013623344859430982,1.0,16384,straggler_control,907.5382611071946,0.031554176073393524,True,255.47908903228745,385.5082493307491,0.0,0.0,0.0,68.74349532484484,165.72596153276027,393.5643865076381,0.0,907.5382611071946
0.0013623344859430982,1.0,65536,straggler_control,6851.971896576084,0.08803642469092941,True,3877.988983047995,5891.976882430681,0.0,0.0,0.0,1889.6628461383807,4615.340472209209,5678.932462791112,0.0,6851.971896576084
0.0013623344859430982,2.0,16384,straggler_control,908.3855297028276,0.031554176073393524,True,260.96441710491126,393.8336808495442,10.497700830044778,0.0,0.0,68.807673560892,165.88068162413765,393.9318142617485,0.0,908.3855297028276
0.0013623344859430982,2.0,65536,straggler_control,6872.088396310981,0.08803642469092941,True,4018.355838575124,6107.852941244055,258.35423588604317,0.0,0.0,1895.210650875073,4628.890512516882,5695.60507107187,0.0,6872.088396310981
0.0013623344859430982,4.0,16384,straggler_control,910.0807206359968,0.031554176073393524,True,271.9568559801264,410.5234767105503,31.551873595642974,0.0,0.0,68.93607955211337,166.19024118698871,394.66695327264824,0.0,910.0807206359968
0.0013623344859430982,4.0,65536,straggler_control,6912.391792590774,0.08803642469092941,True,4300.725603859624,6542.633919621148,779.6082922964997,0.0,0.0,1906.3256746481493,4656.038010904973,5729.008632695943,0.0,6912.391792590774
0.0013623344859430982,7.0,16384,straggler_control,912.6251426520394,0.031554176073393524,True,288.49994827509727,435.65551719924406,63.280173919163644,0.0,0.0,69.12881243231823,166.65487921188105,395.7703710927781,0.0,912.6251426520394
0.0013623344859430982,7.0,65536,bandwidth_4x,7202.38912378838,0.08803642469092941,True,4728.36988819945,7202.38912378838,1572.8931758989493,0.0,0.0,1923.046916203588,4696.878218487051,5779.2603491232585,0.0,6973.023495991103
0.0013623344859430982,12.0,16384,straggler_control,916.8702132703038,0.031554176073393524,True,316.21682516599685,477.80190805906386,116.55328902308611,0.0,0.0,69.45036470698687,167.4300734269782,397.61129470466767,0.0,916.8702132703038
0.0013623344859430982,12.0,65536,bandwidth_4x,8322.256568416255,0.08803642469092941,True,5452.0144511902035,8322.256568416255,2925.6229755221866,0.0,0.0,1951.0462955988623,4765.2643166652415,5863.40582772583,0.0,7074.550051974351
0.0013623344859430982,16.0,16384,straggler_control,920.2702063721736,0.031554176073393524,True,338.5207693542143,511.75278317979974,159.52568034295473,0.0,0.0,69.70790471374494,168.05094766463662,399.08574074910575,0.0,920.2702063721736
0.0013623344859430982,16.0,65536,bandwidth_4x,9236.4556310935,0.08803642469092941,True,6040.74288060228,9236.4556310935,4035.5303440282005,0.0,0.0,1973.564206963827,4820.26239628809,5931.078057248655,0.0,7156.200647030259
0.0018559552515898456,1.0,16384,straggler_control,920.6946306631035,0.03938609671802575,True,259.1827095331064,391.09687210556876,0.0,0.0,0.0,94.65848437464228,228.5685783965564,467.45187666351194,0.0,920.6946306631035
0.0018559552515898456,1.0,65536,straggler_control,7324.013203590817,0.11151340825491116,True,4145.148716884825,6297.882877152151,0.0,0.0,0.0,2712.6885973670287,6665.920281331768,7129.330988048503,0.0,7324.013203590817
