intervention,n_accelerators,failure_rate_per_node_day,sea,naive,ratio_naive_over_sea,baseline_ucf,ettr_times_step_efficiency,marginal_productivity,recovery_pressure,within_validity_envelope
fast_checkpoint,65536,0.001,4681.495910881742,1022.7439836451742,0.21846520922252483,0.47691410433142,0.4912486911180073,0.47691410433142,0.06960434754460898,True
add_spares,65536,0.001,0.0,0.0,,0.47691410433142,0.4912486911180073,0.47691410433142,0.06960434754460898,True
straggler_control,65536,0.001,6627.992506107927,1447.985769572164,0.21846520922252016,0.47691410433142,0.4912486911180073,0.47691410433142,0.06960434754460898,True
bandwidth_2x,65536,0.005,7755.193516768384,786.8264921442138,0.1014580088095709,0.38217698718621207,0.3937296888536991,0.38217698718621207,0.23472265180688714,True
bandwidth_4x,65536,0.005,11812.934004474955,1198.5167622929032,0.1014580088095712,0.38217698718621207,0.3937296888536991,0.38217698718621207,0.23472265180688714,True
flat_fabric,65536,0.005,2579.7666529311828,261.7379877997269,0.10145800880957002,0.38217698718621207,0.3937296888536991,0.38217698718621207,0.23472265180688714,True
scaleup_2x,65536,0.005,0.0,0.0,,0.38217698718621207,0.3937296888536991,0.38217698718621207,0.23472265180688714,True
reliability_2x,65536,0.005,34943.51528893436,3538.4728153554247,0.10126264590431636,0.38217698718621207,0.3937296888536991,0.38217698718621207,0.23472265180688714,True
fast_detection,65536,0.005,10466.626196837678,1061.923052885244,0.10145800880957102,0.38217698718621207,0.3937296888536991,0.38217698718621207,0.23472265180688714,True
fast_restart,65536,0.005,26656.036708997854,2704.4684072497507,0.10145800880957094,0.38217698718621207,0.3937296888536991,0.38217698718621207,0.23472265180688714,True
fast_checkpoint,65536,0.005,18798.246186253935,1907.2326271694442,0.10145800880957143,0.38217698718621207,0.3937296888536991,0.38217698718621207,0.23472265180688714,True
add_spares,65536,0.005,0.0,0.0,,0.38217698718621207,0.3937296888536991,0.38217698718621207,0.23472265180688714,True
straggler_control,65536,0.005,11436.742024633859,1160.3490730880867,0.10145800880957045,0.38217698718621207,0.3937296888536991,0.38217698718621207,0.23472265180688714,True
bandwidth_2x,65536,0.015,inf,530.1720157356498,,0.25751489774082653,0.2654098408398408,0.25751489774082653,0.4771991199619554,False
bandwidth_4x,65536,0.015,inf,807.5732758135501,,0.25751489774082653,0.2654098408398408,0.25751489774082653,0.4771991199619554,False
flat_fabric,65536,0.015,41067.29964245786,176.3618256017426,0.004294458781979643,0.25751489774082653,0.2654098408398408,0.25751489774082653,0.4771991199619554,False
scaleup_2x,65536,0.015,0.0,0.0,,0.25751489774082653,0.2654098408398408,0.25751489774082653,0.4771991199619554,False
reliability_2x,65536,0.015,inf,11926.231172520607,,0.25751489774082653,0.2654098408398408,0.25751489774082653,0.4771991199619554,False
fast_detection,65536,0.015,inf,1699.0131354623254,,0.25751489774082653,0.2654098408398408,0.25751489774082653,0.4771991199619554,False
fast_restart,65536,0.015,inf,4724.050110831155,,0.25751489774082653,0.2654098408398408,0.25751489774082653,0.4771991199619554,False
fast_checkpoint,65536,0.015,inf,2352.266845246986,,0.25751489774082653,0.2654098408398408,0.25751489774082653,0.4771991199619554,False
add_spares,65536,0.015,0.0,0.0,,0.25751489774082653,0.2654098408398408,0.25751489774082653,0.4771991199619554,False
straggler_control,65536,0.015,inf,781.855482979015,,0.25751489774082653,0.2654098408398408,0.25751489774082653,0.4771991199619554,False
